"scientific_name","TipLabel","English","Order","status","migration","gen_length","range","tp","tl","habitat1","colony","ps","min_dist","colour_elab","colour_div","ED_score","mean_mass","logMass","logRange","citations","source"
"Ramphotrigon fuscicauda","Ramphotrigon_fuscicauda","Dusky-tailed Flatbill","PASSERIFORMES","LC","Not a Migrant",3.6,472080.515642683,"Diurnal","Carnivore","Forest","Not colonial",-0.07316492,53.17822868,25.73072251,47,9.430177,18.6,1.26951294421792,5.67401607600107,0,0
"Ramphotrigon megacephalum","Ramphotrigon_megacephalum","Large-headed Flatbill","PASSERIFORMES","LC","Not a Migrant",3.6,2269256.14827232,"Diurnal","Carnivore","Forest","Not colonial",-0.046846056,0,26.11364893,45,12.702341,14.2,1.15228834438306,6.35588352078688,0,0
"Ramphotrigon ruficauda","Ramphotrigon_ruficauda","Rufous-tailed Flatbill","PASSERIFORMES","LC","Not a Migrant",3.6,6735657.66620429,"Diurnal","Carnivore","Forest","Not colonial",-0.04351272,0,29.95591964,74,9.430177,18.4,1.26481782300954,6.82838000642264,0,0
"Ramsayornis fasciatus","Ramsayornis_fasciatus","Bar-breasted Honeyeater","PASSERIFORMES","LC","Nomadic",5.8,931067.096195125,"Diurnal","Omnivore","Forest","Colonial",1.109268882,362.8869256,27.16937928,23,13.12996,12.75,1.10551018476997,5.9689809790021,1,1
"Ramsayornis modestus","Ramsayornis_modestus","Brown-backed Honeyeater","PASSERIFORMES","LC","Full Migrant",5.8,278716.893513101,"Diurnal","Omnivore","Savanna","Colonial",0.144810163,0,24.92319178,33,13.12996,12.1,1.08278537031645,5.44516329285097,0,0
"Randia pseudozosterops","Randia_pseudozosterops","Rand's Warbler","PASSERIFORMES","LC","Not a Migrant",3.6,149661.367589731,"Diurnal","Carnivore","Forest","Not colonial",-0.579956805,1118.079091,19.32683355,23,8.832775,NA,NA,5.17510970944214,0,0
"Recurvirostra americana","Recurvirostra_americana","American Avocet","CHARADRIIFORMES","LC","Full Migrant",8.7,2524636.58286365,"Diurnal","Carnivore","Wetlands (inland)","Colonial",0.025722135,0,36.02213569,28.5,8.811196,304.5,2.48358729696889,6.40219887100277,10,6
"Recurvirostra andina","Recurvirostra_andina","Andean Avocet","CHARADRIIFORMES","LC","Altitudinal Migrant",8.7,708511.807904694,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.046430972,34.48737546,36.94994847,39,8.802815,361,2.55750720190566,5.85034709250178,6,5
"Recurvirostra avosetta","Recurvirostra_avosetta","Pied Avocet","CHARADRIIFORMES","LC","Full Migrant",8.7,17141989.5944467,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.004818947,0,39.40751036,16.5,10.487141,304,2.48287358360875,7.23406122714045,52,12
"Recurvirostra novaehollandiae","Recurvirostra_novaehollandiae","Red-necked Avocet","CHARADRIIFORMES","LC","Not a Migrant",8.7,307817.881427461,"Diurnal","Carnivore","Wetlands (inland)","Colonial",0.554634441,0,36.11275874,36,10.148456,325,2.51188336097887,5.48829384479926,0,0
"Regulus calendula","Regulus_calendula","Ruby-crowned Kinglet","PASSERIFORMES","LC","Full Migrant",2.8,9263286.58418762,"Diurnal","Carnivore","Forest","Not colonial",0.122861555,0,28.73553874,56,19.931336,6.2,0.792391689498254,6.96676510030378,9,7
"Regulus goodfellowi","Regulus_goodfellowi","Flamecrest","PASSERIFORMES","LC","Altitudinal Migrant",2.7,22144.915328038,"Diurnal","Carnivore","Forest","Not colonial",0.702655,20.40309879,36.67970039,62,22.715505,4.1,0.612783856719735,4.34527402408178,3,3
"Regulus ignicapilla","Regulus_ignicapilla","Firecrest","PASSERIFORMES","LC","Full Migrant",2.7,2693605.77579986,"Diurnal","Carnivore","Forest","Not colonial",0.002997336,0,29.50451769,53,22.842921,NA,NA,6.43033403462273,37,6
"Regulus madeirensis","Regulus_madeirensis","Madeira Kinglet","PASSERIFORMES","LC","Not a Migrant",2.7,753.099260276911,"Diurnal","Carnivore","Forest","Not colonial",0.830861646,443.4271734,28.29550055,44,22.842921,NA,NA,2.87685222102079,2,1
"Regulus regulus","Regulus_regulus","Goldcrest","PASSERIFORMES","LC","Full Migrant",2.7,13208909.4697043,"Diurnal","Carnivore","Forest","Not colonial",-0.004098837,0,28.86070014,44.75,19.890283,5.55,0.744292983122676,7.12086696365238,9,5
"Regulus satrapa","Regulus_satrapa","Golden-crowned Kinglet","PASSERIFORMES","LC","Full Migrant",2.7,6340087.26131494,"Diurnal","Carnivore","Forest","Not colonial",0.079029153,0,27.71771518,47,32.860078,6.2,0.792391689498254,6.80209523530236,5,3
"Reinwardtipicus validus","Reinwardtipicus_validus","Orange-backed Woodpecker","PICIFORMES","LC","Not a Migrant",5,1291735.2850831,"Diurnal","Carnivore","Shrubland","Not colonial",-0.190773381,0,29.094277645,55.5,8.473843,149,2.17318626841227,6.11117352294182,0,0
"Reinwardtoena browni","Reinwardtoena_browni","Pied Cuckoo-dove","COLUMBIFORMES","NT","Not a Migrant",5,30603.4418495933,"Diurnal","Herbivore","Forest","Not colonial",-0.919770684,400.5508162,31.89438952,50,7.734332,304,2.48287358360875,4.48577027263279,0,0
"Reinwardtoena crassirostris","Reinwardtoena_crassirostris","Crested Cuckoo-dove","COLUMBIFORMES","NT","Not a Migrant",5.6,34295.6357583923,"Diurnal","Herbivore","Forest","Not colonial",0.077762126,830.0489007,26.28464206,62,7.801457,259,2.41329976408125,4.53523885804164,0,0
"Reinwardtoena reinwardtsi","Reinwardtoena_reinwardtsi","Great Cuckoo-dove","COLUMBIFORMES","LC","Not a Migrant",5.6,656095.026842432,"Diurnal","Omnivore","Forest","Not colonial",-0.492821839,0,28.97737394,48,7.857633,275,2.43933269383026,5.81696674584589,2,2
"Remiz consobrinus","Remiz_consobrinus","Chinese Penduline-tit","PASSERIFORMES","LC","Full Migrant",3.7,650248.725409908,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.056881206,0,28.05932316,47,11.517056,9.1,0.959041392321094,5.81307950958304,1,1
"Remiz coronatus","Remiz_coronatus","White-crowned Penduline-tit","PASSERIFORMES","LC","Full Migrant",3.7,2682644.73334556,"Diurnal","Carnivore","Savanna","Not colonial",-0.034952386,0,31.44351178,44,11.413234,6.9,0.838849090737255,6.42856316221214,3,3
"Remiz macronyx","Remiz_macronyx","Black-headed Penduline-tit","PASSERIFORMES","LC","Full Migrant",3.7,83478.8250692084,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.074931065,95.65727487,31.02114985,49,11.473427,10.1,1.00432137378264,4.92157632791677,1,1
"Remiz pendulinus","Remiz_pendulinus","Eurasian Penduline-tit","PASSERIFORMES","LC","Full Migrant",3.7,5891629.63660701,"Diurnal","Carnivore","Artificial/Aquatic & Marine","Not colonial",-0.006437134,0,30.20485617,49,11.352255,9.3,0.968482948553935,6.77023543813098,51,11
"Rhabdornis grandis","Rhabdornis_grandis","Long-billed Rhabdornis","PASSERIFORMES","LC","Not a Migrant",4.2,12859.3302507063,"Diurnal","Omnivore","Forest","Not colonial",-1.261632066,84.95473252,25.61748136,26,10.156819,NA,NA,4.10921834992592,0,0
"Rhabdornis inornatus","Rhabdornis_inornatus","Stripe-breasted Rhabdornis","PASSERIFORMES","LC","Not a Migrant",4.2,114902.723414725,"Diurnal","Omnivore","Forest","Not colonial",-1.261632066,0,25.62162201,28,11.791216,39.1,1.59217675739587,5.06033032242171,1,1
"Rhabdornis mystacalis","Rhabdornis_mystacalis","Stripe-sided Rhabdornis","PASSERIFORMES","LC","Not a Migrant",4.2,247778.113294001,"Diurnal","Omnivore","Forest","Not colonial",-1.261632066,0,34.43139264,25,12.240064,25.60000038,1.40823997175841,5.39406294168718,1,1
"Rhagologus leucostigma","Rhagologus_leucostigma","Mottled Whistler","PASSERIFORMES","LC","Not a Migrant",6.7,145631.331743828,"Diurnal","Herbivore","Forest","Not colonial",-0.487251334,37.89320542,21.391558215,41.5,25.457018,26.8,1.42813479402879,5.1632548209907,0,0
"Rhamphocoris clotbey","Rhamphocoris_clotbey","Thick-billed Lark","PASSERIFORMES","LC","Nomadic",3.8,933245.057350904,"Diurnal","Herbivore","Desert","Not colonial",-0.075460934,11.16286137,29.79679797,29,6.681463,49.25,1.69240623483363,5.96999569849557,6,6
"Rhamphomantis megarhynchus","Rhamphomantis_megarhynchus","Long-billed Cuckoo","CUCULIFORMES","LC","Not a Migrant",4.2,152359.327660585,"Diurnal","Carnivore","Forest","Not colonial",-0.499953827,0,NA,NA,28.940336,31.5,1.4983105537896,5.18286904751515,0,0
"Rhaphidura leucopygialis","Rhaphidura_leucopygialis","Silver-rumped Spinetail","APODIFORMES","LC","Not a Migrant",7.2,1203942.28331985,"Diurnal","Carnivore","Forest","Colonial",-0.128496916,0,28.57673327,22,13.500487,13.6,1.13353890837022,6.08060566745625,0,0
"Rhaphidura sabini","Rhaphidura_sabini","Sabine's Spinetail","APODIFORMES","LC","Not a Migrant",7.2,1774382.49495981,"Diurnal","Carnivore","Forest","Not colonial",-0.06529231,0,30.84955125,19,13.500487,16,1.20411998265592,6.2490472443259,1,1
"Rhea americana","Rhea_americana","Greater Rhea","RHEIFORMES","NT","Not a Migrant",10.5,6537549.62096428,"Diurnal","Omnivore","Savanna","Not colonial",-0.035903847,0,15.605964315,20.5,30.790051,23000,4.36172783601759,6.81541499824691,25,13
"Rhea pennata","Rhea_pennata","Lesser Rhea","RHEIFORMES","LC","Not a Migrant",11,670836.857215943,"Diurnal","Herbivore","Grassland","Not colonial",-0.035767279,329.3749436,15.76332974,22.5,30.790051,23900,4.37839790094814,5.82661691566,19,8
"Rhegmatorhina berlepschi","Rhegmatorhina_berlepschi","Harlequin Antbird","PASSERIFORMES","LC","Not a Migrant",4.8,68142.4255216994,"Diurnal","Carnivore","Forest","Not colonial",-0.254519398,623.4036061,19.05808678,40,3.134354,NA,NA,4.83341758816849,0,0
"Rhegmatorhina cristata","Rhegmatorhina_cristata","Chestnut-crested Antbird","PASSERIFORMES","LC","Not a Migrant",4.8,267425.048748558,"Diurnal","Carnivore","Forest","Not colonial",-0.255098835,366.3647733,20.413428385,37,3.160815,NA,NA,5.42720208364319,0,0
"Rhegmatorhina gymnops","Rhegmatorhina_gymnops","Bare-eyed Antbird","PASSERIFORMES","VU","Not a Migrant",4.8,157598.104687625,"Diurnal","Carnivore","Forest","Not colonial",-0.254519398,401.6335173,22.71260575,35.5,2.863522,28.5,1.45484486000851,5.19755099025598,1,1
"Rhegmatorhina hoffmannsi","Rhegmatorhina_hoffmannsi","White-breasted Antbird","PASSERIFORMES","NT","Not a Migrant",4.8,646225.567199379,"Diurnal","Carnivore","Forest","Not colonial",-0.254519398,809.1523296,24.13413946,35,2.863522,31.4,1.49692964807321,5.81038413640207,1,1
"Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta","Hairy-crested Antbird","PASSERIFORMES","LC","Not a Migrant",4.8,1909621.70658911,"Diurnal","Carnivore","Forest","Not colonial",-0.082264209,67.42048502,18.78464032,39,3.363022,31,1.49136169383427,6.28094734263375,1,1
"Rheinardia ocellata","Rheinardia_ocellata","Crested Argus","GALLIFORMES","NT","Not a Migrant",5.4,54321.6024134774,"Diurnal","Omnivore","Forest","Not colonial",0.060622258,30.68685726,21.193189135,56,13.09217,NA,NA,4.73497257255865,2,2
"Rhinocrypta lanceolata","Rhinocrypta_lanceolata","Crested Gallito","PASSERIFORMES","LC","Not a Migrant",3.2,1006267.87082612,"Diurnal","Carnivore","Savanna","Not colonial",-0.039927645,160.4342929,23.86603066,49,16.171606,61.9,1.79169064902012,6.00271360630239,0,0
"Rhinomyias additus","Rhinomyias_additus","Streaky-breasted Jungle-flycatcher","PASSERIFORMES","NT","Not a Migrant",3.8,4091.96903861294,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,483.0418153,26.96033385,28,4.361978,22.5,1.35218251811136,3.61193233901607,0,0
"Rhinomyias albigularis","Rhinomyias_albigularis","White-throated Jungle-flycatcher","PASSERIFORMES","EN","Not a Migrant",3.8,23404.4263189756,"Diurnal","Carnivore","Forest","Not colonial",-0.630816033,55.47154263,24.63930307,30,7.379843,NA,NA,4.36929800032111,0,0
"Rhinomyias brunneatus","Rhinomyias_brunneatus","Brown-chested Jungle-flycatcher","PASSERIFORMES","VU","Full Migrant",3.8,595327.801202385,"Diurnal","Carnivore","Forest","Not colonial",-0.108219589,0,24.73590883,33,5.804574,NA,NA,5.7747561641356,1,1
"Rhinomyias colonus","Rhinomyias_colonus","Henna-tailed Jungle-flycatcher","PASSERIFORMES","NT","Not a Migrant",3.8,13551.1954782852,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,368.659563,22.33855508,27,6.946752,NA,NA,4.13197761009755,0,0
"Rhinomyias goodfellowi","Rhinomyias_goodfellowi","Slaty-backed Jungle-flycatcher","PASSERIFORMES","NT","Not a Migrant",3.8,7732.34407533852,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,28.2414236,25.88846405,22,8.519917,31.7,1.50105926221775,3.88831117110615,0,0
"Rhinomyias gularis","Rhinomyias_gularis","Eyebrowed Jungle-flycatcher","PASSERIFORMES","LC","Not a Migrant",3.8,31179.9501349396,"Diurnal","Carnivore","Forest","Not colonial",-0.139654828,52.30388404,21.18123079,35,7.714785,25.1,1.39967372148104,4.49387541630061,1,1
"Rhinomyias insignis","Rhinomyias_insignis","White-browed Jungle-flycatcher","PASSERIFORMES","VU","Not a Migrant",3.8,9756.90826572802,"Diurnal","Carnivore","Forest","Not colonial",-0.630816033,82.14085322,25.14992625,30,12.981181,28.7,1.45788189673399,3.98931222178042,0,0
"Rhinomyias olivaceus","Rhinomyias_olivaceus","Fulvous-chested Jungle-flycatcher","PASSERIFORMES","LC","Not a Migrant",3.8,595916.207780653,"Diurnal","Carnivore","Forest","Not colonial",-0.197635065,0,23.91830011,37,3.33122,15.7,1.19589965240923,5.77518519756437,0,0
"Rhinomyias oscillans","Rhinomyias_oscillans","Russet-backed Jungle-flycatcher","PASSERIFORMES","LC","Not a Migrant",3.8,16636.3842912393,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,151.2979111,21.91184715,31.5,7.102184,NA,NA,4.22105894377014,0,0
"Rhinomyias ruficauda","Rhinomyias_ruficauda","Rufous-tailed Jungle-flycatcher","PASSERIFORMES","LC","Not a Migrant",3.8,83518.7654185657,"Diurnal","Carnivore","Forest","Not colonial",-0.400043811,0,24.66517591,28,3.740482,17.3,1.2380461031288,4.92178406592798,0,0
"Rhinomyias umbratilis","Rhinomyias_umbratilis","Grey-chested Jungle-flycatcher","PASSERIFORMES","NT","Not a Migrant",3.8,1143162.72534054,"Diurnal","Carnivore","Forest","Not colonial",-0.176659316,0,24.12633427,28,3.712552,18.2,1.26007138798507,6.05810805514362,0,0
"Rhinoplax vigil","Rhinoplax_vigil","Helmeted Hornbill","BUCEROTIFORMES","CR","Not a Migrant",19.8,1184831.74344822,"Diurnal","Herbivore","Forest","Not colonial",-0.149331499,0,32.47392661,56,19.497156,2892.5,3.46127336762379,6.0736566810801,16,9
"Rhinopomastus aterrimus","Rhinopomastus_aterrimus","Black Scimitarbill","BUCEROTIFORMES","LC","Not a Migrant",7,7792026.8935763,"Diurnal","Carnivore","Savanna","Not colonial",-0.041683012,0,27.216918575,25,21.172142,28,1.44715803134222,6.89165044280686,1,1
"Rhinopomastus cyanomelas","Rhinopomastus_cyanomelas","Common Scimitarbill","BUCEROTIFORMES","LC","Not a Migrant",7,6396614.87542866,"Diurnal","Carnivore","Shrubland","Not colonial",-0.012511304,0,29.26922805,28.5,21.248016,28,1.44715803134222,6.80595020369378,1,1
"Rhinopomastus minor","Rhinopomastus_minor","Abyssinian Scimitarbill","BUCEROTIFORMES","LC","Not a Migrant",7,2064340.46303773,"Diurnal","Carnivore","Savanna","Not colonial",-0.171605529,0,29.065807515,57.5,21.244498,21.7,1.33645973384853,6.31478132523465,1,1
"Rhinoptilus africanus","Rhinoptilus_africanus","Double-banded Courser","CHARADRIIFORMES","LC","Not a Migrant",7.3,2999268.90062038,"Nocturnal","Carnivore","Shrubland","Not colonial",-0.022358574,0,27.48909446,35.5,14.140619,87.5,1.94200805302231,6.47701540434585,3,2
"Rhinoptilus bitorquatus","Rhinoptilus_bitorquatus","Jerdon's Courser","CHARADRIIFORMES","CR","Not a Migrant",7.3,19308.0337640388,"Nocturnal","Carnivore","Shrubland","Not colonial",-1.078051578,131.1235618,21.82114499,38,11.857601,NA,NA,4.28573804959988,0,0
"Rhinoptilus chalcopterus","Rhinoptilus_chalcopterus","Bronze-winged Courser","CHARADRIIFORMES","LC","Full Migrant",7.3,10145536.2355406,"Nocturnal","Carnivore","Savanna","Not colonial",-0.022541189,0,19.17259107,45,14.185024,150,2.17609125905568,7.00627500632074,5,3
"Rhinoptilus cinctus","Rhinoptilus_cinctus","Three-banded Courser","CHARADRIIFORMES","LC","Not a Migrant",7.3,1957741.43446227,"Nocturnal","Carnivore","Shrubland","Not colonial",-0.057490822,0,24.59188114,41.5,11.83437,105,2.02118929906994,6.29175533251236,6,3
"Rhipidura albicollis","Rhipidura_albicollis","White-throated Fantail","PASSERIFORMES","LC","Altitudinal Migrant",4.9,4165518.09673226,"Diurnal","Carnivore","Forest","Not colonial",-0.035559709,0,27.04466322,23,5.86965,12.9,1.11058971029925,6.61966902556476,1,1
"Rhipidura albolimbata","Rhipidura_albolimbata","Friendly Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,148493.865350032,"Diurnal","Carnivore","Forest","Not colonial",-0.485084537,42.72664171,34.28670796,17,6.333175,10.9,1.03742649794062,5.17170851224137,0,0
"Rhipidura atra","Rhipidura_atra","Black Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,179053.095247295,"Diurnal","Carnivore","Forest","Not colonial",-0.484802967,35.57805936,26.2193599,45,10.253229,12.2,1.08635983067475,5.25298183295586,0,0
"Rhipidura aureola","Rhipidura_aureola","White-browed Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,4306505.92692197,"Diurnal","Carnivore","Savanna","Not colonial",-0.094259316,0,26.04180432,24,5.777275,11.2,1.04921802267018,6.63412504925978,0,0
"Rhipidura brachyrhyncha","Rhipidura_brachyrhyncha","Dimorphic Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,131179.664666362,"Diurnal","Carnivore","Forest","Not colonial",-0.487213074,49.83048828,22.41259363,39,8.365935,10.1,1.00432137378264,5.11786651638356,1,1
"Rhipidura cockerelli","Rhipidura_cockerelli","White-winged Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,27207.0935356907,"Diurnal","Carnivore","Forest","Not colonial",0.022659433,830.0489007,33.90928771,19.25,5.415422,17.5,1.24303804868629,4.43468214968747,0,0
"Rhipidura cyaniceps","Rhipidura_cyaniceps","Blue-headed Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,83397.355120882,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,0.412065961,30.14350616,46,11.08076,13.6,1.13353890837022,4.92115227756076,0,0
"Rhipidura dahli","Rhipidura_dahli","Bismarck Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,12455.2574137949,"Diurnal","Carnivore","Forest","Not colonial",-0.919770684,414.3601262,NA,NA,6.380392,9.9,0.99563519459755,4.09535270756385,0,0
"Rhipidura dedemi","Rhipidura_dedemi","Streaky-breasted Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,3183.29681336625,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,263.6203265,28.29198784,47,5.687905,11,1.04139268515823,3.50287713450456,0,0
"Rhipidura diluta","Rhipidura_diluta","Brown-capped Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,30545.4077181041,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,146.2829985,23.85458462,34,11.631255,NA,NA,4.48494592644105,0,0
"Rhipidura drownei","Rhipidura_drownei","Brown Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,1905.46921970846,"Diurnal","Carnivore","Forest","Not colonial",-0.919770684,842.0786534,27.52722288,30,6.279058,11.15,1.04727486738418,3.28000193772181,0,0
"Rhipidura euryura","Rhipidura_euryura","White-bellied Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,8512.95818043311,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,39.51192558,26.56069925,22,5.421024,NA,NA,3.93008049994332,0,0
"Rhipidura fuliginosa","Rhipidura_fuliginosa","Grey Fantail","PASSERIFORMES","LC","Full Migrant",4.9,267492.030365269,"Diurnal","Carnivore","Forest","Not colonial",1.323162773,0,31.94596053,28.5,5.301631,7.55,0.877946951629188,5.42731084721726,7,1
"Rhipidura fuscorufa","Rhipidura_fuscorufa","Cinnamon-tailed Fantail","PASSERIFORMES","NT","Not a Migrant",4.9,4783.91969421064,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,616.7487785,29.48056122,37,5.335717,NA,NA,3.67978388070989,0,0
"Rhipidura hyperythra","Rhipidura_hyperythra","Chestnut-bellied Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,455620.87804542,"Diurnal","Carnivore","Forest","Not colonial",-0.4919332,0,34.01674094,39,6.391282,11.2,1.04921802267018,5.65860361666292,0,0
"Rhipidura javanica","Rhipidura_javanica","Pied Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,1594075.38451902,"Diurnal","Carnivore","Shrubland","Not colonial",-0.090334573,0,29.56700505,28,7.302443,12.5,1.09691001300806,6.20250885552088,0,0
"Rhipidura kubaryi","Rhipidura_kubaryi","Pohnpei Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,351.18267535984,"Diurnal","Carnivore","Forest","Not colonial",0.967861263,1505.153809,32.5030288,26,5.575213,NA,NA,2.54553308302789,0,0
"Rhipidura lepida","Rhipidura_lepida","Palau Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,442.777128821764,"Diurnal","Carnivore","Forest","Not colonial",1.13609396,810.120295,31.29997396,52,5.99576,NA,NA,2.64618517976984,0,0
"Rhipidura leucophrys","Rhipidura_leucophrys","Willie-wagtail","PASSERIFORMES","LC","Not a Migrant",4.9,8396513.24755922,"Diurnal","Carnivore","Shrubland","Not colonial",0.229315021,0,37.74848157,18,8.224123,28.025,1.44754562126701,6.92409897752472,2,1
"Rhipidura leucothorax","Rhipidura_leucothorax","White-bellied Thicket-fantail","PASSERIFORMES","LC","Not a Migrant",4.9,565338.52741629,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",-0.492287471,0,32.11146231,25,8.818308,17.6,1.24551266781415,5.75230858332698,0,0
"Rhipidura maculipectus","Rhipidura_maculipectus","Black Thicket-fantail","PASSERIFORMES","LC","Not a Migrant",4.9,137531.663309876,"Diurnal","Carnivore","Forest","Not colonial",-0.507029643,0,35.84536363,35,5.829319,18,1.25527250510331,5.1384026953859,0,0
"Rhipidura malaitae","Rhipidura_malaitae","Malaita Fantail","PASSERIFORMES","VU","Not a Migrant",4.9,20.3916952058393,"Diurnal","Carnivore","Forest","Not colonial",0.557774783,1305.091878,NA,NA,6.023356,12,1.07918124604762,1.30945333112091,0,0
"Rhipidura matthiae","Rhipidura_matthiae","Matthias Fantail","PASSERIFORMES","NT","Not a Migrant",4.9,697.099788955156,"Diurnal","Carnivore","Forest","Not colonial",-0.459885342,884.8187627,NA,NA,5.445147,NA,NA,2.84329495125519,0,0
"Rhipidura nebulosa","Rhipidura_nebulosa","Samoan Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,1955.35647245208,"Diurnal","Carnivore","Forest","Not colonial",1.136342678,1470.951288,27.95597446,20.5,5.594008,NA,NA,3.29122594326963,0,0
"Rhipidura nigrocinnamomea","Rhipidura_nigrocinnamomea","Black-and-cinnamon Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,9000.73013953338,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,26.49572554,32.11613116,54,11.175873,13,1.11394335230684,3.95427774085139,1,1
"Rhipidura opistherythra","Rhipidura_opistherythra","Long-tailed Fantail","PASSERIFORMES","NT","Not a Migrant",4.9,3122.04130020359,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,638.1494848,24.2686242,38,5.728742,NA,NA,3.49443864386794,0,0
"Rhipidura perlata","Rhipidura_perlata","Spotted Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,1287003.48123254,"Diurnal","Carnivore","Forest","Not colonial",-0.184459805,0,30.90210346,27,8.246759,13.4,1.12710479836481,6.1095797216348,0,0
"Rhipidura personata","Rhipidura_personata","Kadavu Fantail","PASSERIFORMES","NT","Not a Migrant",4.9,462.60187488812,"Diurnal","Carnivore","Forest","Not colonial",0.543275817,2209.047081,31.922657,25,5.614127,NA,NA,2.6652073885987,0,0
"Rhipidura phasiana","Rhipidura_phasiana","Mangrove Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,319559.329934797,"Diurnal","Carnivore","Forest","Not colonial",0.3516247,21.28541626,23.05034602,30,5.628624,6.9,0.838849090737255,5.50455150184091,1,1
"Rhipidura phoenicura","Rhipidura_phoenicura","Rufous-tailed Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,8270.4982776407,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,39.51192558,25.76984156,48,5.743171,NA,NA,3.91753167553936,0,0
"Rhipidura rennelliana","Rhipidura_rennelliana","Rennell Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,675.465645842557,"Diurnal","Carnivore","Forest","Not colonial",0.557774783,1190.789328,28.40504545,26,5.357271,NA,NA,2.82960326571865,0,0
"Rhipidura rufidorsa","Rhipidura_rufidorsa","Rufous-backed Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,488338.630071267,"Diurnal","Carnivore","Forest","Not colonial",-0.493636594,0,26.43422646,43,7.461265,9.8,0.991226075692495,5.68872108054708,0,0
"Rhipidura rufifrons","Rhipidura_rufifrons","Rufous Fantail","PASSERIFORMES","LC","Full Migrant",4.9,843134.325142531,"Diurnal","Carnivore","Forest","Not colonial",0.094456983,0,27.86033723,37.9,5.53492,10.1666666666667,1.00717858462712,5.92589677037912,0,0
"Rhipidura rufiventris","Rhipidura_rufiventris","Northern Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,31219.3636784422,"Diurnal","Carnivore","Forest","Not colonial",-0.404494687,598.668599,28.23863581,27.53846154,5.261254,12,1.07918124604762,4.49442404690841,0,0
"Rhipidura semirubra","Rhipidura_semirubra","Manus Fantail","PASSERIFORMES","VU","Not a Migrant",4.9,127.140983102368,"Diurnal","Carnivore","Forest","Not colonial",-0.919770684,756.7458178,31.15335037,47,6.031928,NA,NA,2.1042855652373,0,0
"Rhipidura superciliaris","Rhipidura_superciliaris","Blue Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,92445.8604006928,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,0,32.84398944,31,10.997637,13.1,1.11727129565576,4.96588746881712,0,0
"Rhipidura superflua","Rhipidura_superflua","Tawny-backed Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,2601.61524549613,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,484.1442346,27.87026255,45,5.392009,NA,NA,3.41524306889223,1,1
"Rhipidura tenebrosa","Rhipidura_tenebrosa","Dusky Fantail","PASSERIFORMES","NT","Not a Migrant",4.9,3338.04000185119,"Diurnal","Carnivore","Forest","Not colonial",0.557774783,1312.885989,32.98908634,28,6.056392,17.4,1.2405492482826,3.52349153680073,0,0
"Rhipidura teysmanni","Rhipidura_teysmanni","Rusty-bellied Fantail","PASSERIFORMES","LC","Not a Migrant",4.9,64288.0311655776,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,160.1195456,25.0982072,49,5.535069,10.7,1.02938377768521,4.80813012560566,0,0
