"scientific_name","TipLabel","English","Order","status","migration","gen_length","range","tp","tl","habitat1","colony","ps","min_dist","colour_elab","colour_div","ED_score","mean_mass","logMass","logRange","citations","source"
"Melanodera melanodera","Melanodera_melanodera","White-bridled Finch","PASSERIFORMES","LC","Not a Migrant",3.8,133599.498287576,"Diurnal","Herbivore","Grassland","Not colonial",-0.021557824,1335.31827,27.81450629,44,5.00952,28.7,1.45788189673399,5.12580482721628,0,0
"Melanodera xanthogramma","Melanodera_xanthogramma","Yellow-bridled Finch","PASSERIFORMES","LC","Full Migrant",3.8,353643.819310723,"Diurnal","Herbivore","Shrubland","Not colonial",0.082446759,12.44536365,23.17314342,36,5.00952,35.1,1.54530711646582,5.54856607225106,1,1
"Melanodryas cucullata","Melanodryas_cucullata","Hooded Robin","PASSERIFORMES","LC","Not a Migrant",4.1,6360270.73017394,"Diurnal","Carnivore","Shrubland","Not colonial",1.109268882,0,23.15343842,26,9.085626,21.25,1.32735893438633,6.80347560214499,0,0
"Melanodryas vittata","Melanodryas_vittata","Dusky Robin","PASSERIFORMES","LC","Not a Migrant",4.1,68050.3639094411,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",1.109268882,219.1184657,20.49647478,52,9.085626,26.6,1.42488163663107,4.83283045199989,5,3
"Melanopareia elegans","Melanopareia_elegans","Elegant Crescentchest","PASSERIFORMES","LC","Not a Migrant",3.2,81037.5471828587,"Diurnal","Carnivore","Shrubland","Not colonial",-0.196326794,108.5863679,28.465105625,57.5,18.941929,16,1.20411998265592,4.90868628747228,2,2
"Melanopareia maranonica","Melanopareia_maranonica","Maranon Crescentchest","PASSERIFORMES","NT","Not a Migrant",3.2,10057.1864117311,"Diurnal","Carnivore","Shrubland","Not colonial",-0.265663638,411.1283001,26.62732246,41,15.910961,23,1.36172783601759,4.00247649992806,1,1
"Melanopareia maximiliani","Melanopareia_maximiliani","Olive-crowned Crescentchest","PASSERIFORMES","LC","Not a Migrant",3.2,752337.648306219,"Diurnal","Carnivore","Shrubland","Not colonial",-0.046955122,438.1830031,23.49362104,48.5,15.019185,18,1.25527250510331,5.87641279522678,1,1
"Melanopareia torquata","Melanopareia_torquata","Collared Crescentchest","PASSERIFORMES","LC","Not a Migrant",3.2,2770924.37914347,"Diurnal","Carnivore","Savanna","Not colonial",-0.083379022,0,26.92287789,56.5,14.999802,17.2,1.23552844690755,6.44262467368232,2,2
"Melanoperdix niger","Melanoperdix_niger","Black Partridge","GALLIFORMES","VU","Not a Migrant",3.9,1098110.81610338,"Diurnal","Herbivore","Forest","Not colonial",-0.151497541,0,NA,NA,10.57752,280,2.44715803134222,6.04064616925229,0,0
"Melanoptila glabrirostris","Melanoptila_glabrirostris","Black Catbird","PASSERIFORMES","NT","Not a Migrant",5,178153.978365678,"Diurnal","Carnivore","Shrubland","Not colonial",-0.212018649,0,36.03344779,27,7.575175,35.4,1.54900326202579,5.25079552504779,4,4
"Melanospiza richardsoni","Melanospiza_richardsoni","St Lucia Black Finch","PASSERIFORMES","EN","Not a Migrant",3.8,293.36146989353,"Diurnal","Omnivore","Forest","Not colonial",0.900465649,242.4228427,32.08020613,38,4.742074,20.9,1.32014628611105,2.46740307299921,2,2
"Melanotis caerulescens","Melanotis_caerulescens","Blue Mockingbird","PASSERIFORMES","LC","Not a Migrant",4.9,577861.563081774,"Diurnal","Carnivore","Shrubland","Not colonial",-0.35109564,0,35.26011421,38,9.102549,61.6,1.78958071216443,5.76182380798663,2,2
"Melanotis hypoleucus","Melanotis_hypoleucus","Blue-and-white Mockingbird","PASSERIFORMES","LC","Not a Migrant",4.9,92796.8556558716,"Diurnal","Carnivore","Forest","Not colonial",-0.172194448,72.92645708,37.31162082,44,9.102549,68,1.83250891270624,4.96753326076154,2,2
"Meleagris gallopavo","Meleagris_gallopavo","Wild Turkey","GALLIFORMES","LC","Not a Migrant",7,7259819.42274627,"Diurnal","Herbivore","Savanna","Not colonial",0.090640435,0,29.53170169,61.5,9.190755,6050,3.78175537465247,6.86092581840255,14,9
"Meleagris ocellata","Meleagris_ocellata","Ocellated Turkey","GALLIFORMES","NT","Not a Migrant",7,141591.492436493,"Diurnal","Herbivore","Forest","Not colonial",-0.113914774,0,29.365664635,99,9.190755,5525,3.74233228235715,5.15103715943507,16,9
"Melichneutes robustus","Melichneutes_robustus","Lyre-tailed Honeyguide","PICIFORMES","LC","Not a Migrant",5.8,2772369.66408469,"Diurnal","Herbivore","Forest","Not colonial",-0.114976775,0,25.649314745,35,15.678517,54.2,1.73399928653839,6.44285113804957,4,2
"Melidectes belfordi","Melidectes_belfordi","Belford's Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,124314.410846862,"Diurnal","Carnivore","Forest","Not colonial",-0.48451369,42.93320723,19.33175462,38,4.558022,74,1.86923171973098,5.09452147609542,3,3
"Melidectes foersteri","Melidectes_foersteri","Huon Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,6152.61919214059,"Diurnal","Omnivore","Forest","Not colonial",-0.919770684,311.7926403,NA,NA,4.824059,NA,NA,3.78906003586327,0,0
"Melidectes fuscus","Melidectes_fuscus","Sooty Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,70507.0705051388,"Diurnal","Herbivore","Forest","Not colonial",-0.492526901,55.58541655,19.31761309,34,4.891253,45,1.65321251377534,4.84823267057148,0,0
"Melidectes leucostephes","Melidectes_leucostephes","Vogelkop Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,11363.0232352855,"Diurnal","Omnivore","Forest","Not colonial",-1.04490994,75.93224599,26.52787154,37,4.882777,75.4,1.87737134586977,4.05549389473082,1,1
"Melidectes nouhuysi","Melidectes_nouhuysi","Short-bearded Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,9644.7966639413,"Diurnal","Omnivore","Shrubland","Not colonial",-0.52143092,591.16609,23.22726923,32,4.842622,NA,NA,3.98429307607953,0,0
"Melidectes ochromelas","Melidectes_ochromelas","Cinnamon-browed Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,48132.2100910751,"Diurnal","Omnivore","Forest","Not colonial",-0.498411334,37.43885262,19.49807523,50,4.550629,63,1.79934054945358,4.68243580367449,0,0
"Melidectes princeps","Melidectes_princeps","Long-bearded Melidectes","PASSERIFORMES","VU","Not a Migrant",5.8,5573.18011693743,"Diurnal","Omnivore","Grassland","Not colonial",-0.459885342,286.1663845,NA,NA,4.859632,42,1.6232492903979,3.74610307903825,0,0
"Melidectes rufocrissalis","Melidectes_rufocrissalis","Yellow-browed Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,64711.2586027768,"Diurnal","Carnivore","Forest","Not colonial",-0.460987952,185.0742225,21.44346074,52,4.811153,72.15,1.85823633542951,4.81097984672261,0,0
"Melidectes sclateri","Melidectes_sclateri","San Cristobal Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,3338.04000185119,"Diurnal","Carnivore","Forest","Not colonial",0.557774783,1312.885989,23.64748572,34,4.846533,67.9,1.8318697742805,3.52349153680073,1,1
"Melidectes torquatus","Melidectes_torquatus","Ornate Melidectes","PASSERIFORMES","LC","Not a Migrant",5.8,95821.9670912295,"Diurnal","Carnivore","Forest","Not colonial",-0.482135664,36.86992946,32.23598144,62,5.492473,45.3,1.65609820201283,4.98146508207313,0,0
"Melidectes whitemanensis","Melidectes_whitemanensis","Bismarck Melidectes","PASSERIFORMES","NT","Not a Migrant",5,3472.5137733113,"Diurnal","Herbivore","Forest","Not colonial",-0.919770684,429.5601811,NA,NA,4.873681,48,1.68124123737559,3.54064397699028,0,0
"Melidora macrorrhina","Melidora_macrorrhina","Hook-billed Kingfisher","CORACIIFORMES","LC","Not a Migrant",5.7,654694.191681307,"Nocturnal","Carnivore","Forest","Not colonial",-0.490782728,0,29.79695651,57,13.218038,97,1.98677173426624,5.81603848796347,0,0
"Melierax canorus","Melierax_canorus","Pale Chanting-goshawk","ACCIPITRIFORMES","LC","Not a Migrant",8.7,2246826.12280419,"Diurnal","Carnivore","Savanna","Not colonial",0.060812604,0,28.91392261,52,10.967195,675,2.82930377283102,6.35156946457377,12,6
"Melierax gabar","Melierax_gabar","Gabar Goshawk","ACCIPITRIFORMES","LC","Not a Migrant",8.7,13909981.5721563,"Diurnal","Carnivore","Savanna","Not colonial",-0.019725933,0,25.11821227,40.5,16.971548,177.5,2.24919835739111,7.14332655464222,3,2
"Melierax metabates","Melierax_metabates","Dark Chanting-goshawk","ACCIPITRIFORMES","LC","Not a Migrant",8.7,12483452.7133129,"Diurnal","Carnivore","Shrubland","Not colonial",-0.024608023,0,24.02252106,46,12.041393,705,2.8481891169914,7.0963347205189,5,4
"Melierax poliopterus","Melierax_poliopterus","Eastern Chanting-goshawk","ACCIPITRIFORMES","LC","Not a Migrant",8.7,2071139.94891207,"Diurnal","Carnivore","Shrubland","Not colonial",-0.203692934,0,26.53012405,50,10.95765,636,2.80345711564841,6.31620944557948,0,0
"Melignomon eisentrauti","Melignomon_eisentrauti","Yellow-footed Honeyguide","PICIFORMES","DD","Not a Migrant",5.8,24866.0172236834,"Diurnal","Omnivore","Forest","Not colonial",-0.116487712,82.1907312,27.78185344,44,11.995333,24.2,1.38381536598043,4.39560623013154,1,1
"Melignomon zenkeri","Melignomon_zenkeri","Zenker's Honeyguide","PICIFORMES","LC","Not a Migrant",5.8,1324682.05528604,"Diurnal","Carnivore","Forest","Not colonial",-0.241904088,64.61243245,22.36327513,34,11.995333,23.6,1.37291200297011,6.12211165321291,0,0
"Melilestes megarhynchus","Melilestes_megarhynchus","Long-billed Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.8,562234.768842135,"Diurnal","Omnivore","Forest","Not colonial",-0.488284938,0,14.34625087,34,19.429135,43.85,1.64196959770206,5.74991769906114,0,0
"Meliphaga albilineata","Meliphaga_albilineata","White-lined Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,53761.7183171717,"Diurnal","Omnivore","Shrubland","Not colonial",1.109268882,1157.118164,26.17959442,30,7.610698,23.75,1.37566361396089,4.73047314106772,2,1
"Meliphaga albonotata","Meliphaga_albonotata","Scrub Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,320661.318278765,"Diurnal","Herbivore","Shrubland","Not colonial",-0.487296798,0,18.53749445,30,7.422641,22.4,1.35024801833416,5.50604657367556,0,0
"Meliphaga analoga","Meliphaga_analoga","Mimic Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,636133.611167164,"Diurnal","Omnivore","Shrubland","Not colonial",-0.493530327,0,23.3706886,29,7.144573,21.675,1.33595910614825,5.80354834284707,0,0
"Meliphaga aruensis","Meliphaga_aruensis","Puff-backed Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,663542.551895353,"Diurnal","Herbivore","Forest","Not colonial",-0.492275457,0,22.56196643,30,11.159178,26.25,1.41912930774198,5.82186877868619,0,0
"Meliphaga flavirictus","Meliphaga_flavirictus","Yellow-gaped Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,431614.471750073,"Diurnal","Herbivore","Forest","Not colonial",-0.493226435,0,24.71391625,32,8.840568,18.5,1.26717172840301,5.63509599786405,0,0
"Meliphaga gracilis","Meliphaga_gracilis","Graceful Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,244168.958818069,"Diurnal","Herbivore","Forest","Not colonial",0.002290015,212.5380327,19.99491446,27,7.438809,15,1.17609125905568,5.38769045129229,0,0
"Meliphaga lewinii","Meliphaga_lewinii","Lewin's Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,643144.39110824,"Diurnal","Herbivore","Forest","Not colonial",1.109268882,0,21.98385407,32,10.136224,33.65,1.52698506856,5.80830848648839,5,2
"Meliphaga mimikae","Meliphaga_mimikae","Mottle-breasted Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,89115.5420279237,"Diurnal","Herbivore","Forest","Not colonial",-0.318699757,7.195792077,NA,NA,7.57813,26.95,1.43055876952276,4.94995345295198,0,0
"Meliphaga montana","Meliphaga_montana","Forest Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,118456.519145873,"Diurnal","Omnivore","Forest","Not colonial",-0.492562862,41.44880626,15.33430698,24,7.566057,28.15,1.44947839918736,5.07355896671493,0,0
"Meliphaga notata","Meliphaga_notata","Yellow-spotted Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,110228.71327017,"Diurnal","Omnivore","Forest","Not colonial",1.109268882,353.7101496,22.42840416,28,10.07963,26.45,1.4224256763712,5.04229473780529,0,0
"Meliphaga orientalis","Meliphaga_orientalis","Hill-forest Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,193375.82596969,"Diurnal","Herbivore","Forest","Not colonial",-0.487166055,13.59268898,22.6138905,29.5,7.139341,18.1,1.25767857486918,5.28640218172132,0,0
"Meliphaga reticulata","Meliphaga_reticulata","Streaky-breasted Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.5,27533.7238373371,"Diurnal","Herbivore","Shrubland","Not colonial",-0.395717663,598.668599,22.85663998,40,7.601967,NA,NA,4.43986495213576,0,0
"Meliphaga vicina","Meliphaga_vicina","Tagula Honeyeater","PASSERIFORMES","DD","Not a Migrant",5.5,813.977704404365,"Diurnal","Herbivore","Forest","Not colonial",-0.919770684,573.6810421,NA,NA,6.648507,NA,NA,2.91061250932807,0,0
"Melipotes ater","Melipotes_ater","Spangled Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.8,5539.99534817091,"Diurnal","Herbivore","Forest","Not colonial",-0.919770684,315.2773649,35.94329493,49,9.32217,NA,NA,3.74350940005974,0,0
"Melipotes fumigatus","Melipotes_fumigatus","Smoky Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.8,146497.188987924,"Diurnal","Herbivore","Forest","Not colonial",-0.484654573,40.92325627,23.6007671,47,9.363361,58.6,1.76789761601809,5.16582929145637,2,2
"Melipotes gymnops","Melipotes_gymnops","Arfak Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.8,7348.93094215546,"Diurnal","Herbivore","Forest","Not colonial",-1.04490994,87.59982756,26.78763385,45,9.342467,NA,NA,3.86622416633709,0,0
"Melithreptus affinis","Melithreptus_affinis","Black-headed Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.7,68030.0014966031,"Diurnal","Carnivore","Forest","Colonial",1.109268882,250.8092218,31.38074019,36,7.556348,15,1.17609125905568,4.83270048051468,5,3
"Melithreptus albogularis","Melithreptus_albogularis","White-throated Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.7,1473436.51298097,"Diurnal","Carnivore","Forest","Not colonial",0.344747939,0,32.66278655,61,11.070025,11.05,1.04336227802113,6.1683314278303,0,0
"Melithreptus brevirostris","Melithreptus_brevirostris","Brown-headed Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.7,2003132.25971633,"Diurnal","Omnivore","Forest","Not colonial",1.109268882,0,27.75240196,52,7.495709,12.6,1.10037054511756,6.30170962516411,0,0
"Melithreptus gularis","Melithreptus_gularis","Black-chinned Honeyeater","PASSERIFORMES","LC","Nomadic",5.7,1441541.23882105,"Diurnal","Omnivore","Forest","Not colonial",1.109268882,0,34.17946548,56.5,7.495709,19.5,1.29003461136252,6.15882707096026,0,0
"Melithreptus lunatus","Melithreptus_lunatus","White-naped Honeyeater","PASSERIFORMES","LC","Full Migrant",5.7,1242528.03117406,"Diurnal","Carnivore","Forest","Colonial",1.109268882,0,32.37829363,60,7.556348,14.05,1.1476763242411,6.09430619510911,1,1
"Melithreptus validirostris","Melithreptus_validirostris","Strong-billed Honeyeater","PASSERIFORMES","LC","Not a Migrant",5.7,59138.971146588,"Diurnal","Carnivore","Forest","Not colonial",1.109268882,281.7207375,27.92361639,44,9.180552,24.85,1.39532639306935,4.77187376474123,6,3
"Melitograis gilolensis","Melitograis_gilolensis","White-streaked Friarbird","PASSERIFORMES","LC","Not a Migrant",5.8,22755.0739470117,"Diurnal","Omnivore","Forest","Not colonial",-1.04490994,253.1001253,22.92418309,23,9.988542,54,1.73239375982297,4.35707825116858,0,0
"Mellisuga helenae","Mellisuga_helenae","Bee Hummingbird","APODIFORMES","NT","Not a Migrant",4.2,108875.856615235,"Diurnal","Herbivore","Forest","Not colonial",0.277272216,0,32.8378587,97,2.793685,2.2,0.342422680822206,5.03693158497835,7,7
"Mellisuga minima","Mellisuga_minima","Vervain Hummingbird","APODIFORMES","LC","Not a Migrant",4.2,86168.4333152228,"Diurnal","Herbivore","Artificial/Terrestrial","Not colonial",-0.062166744,0,33.4276428,54,2.793685,2.4,0.380211241711606,4.93534819682466,0,0
"Melocichla mentalis","Melocichla_mentalis","Moustached Grass-warbler","PASSERIFORMES","LC","Not a Migrant",3.6,6246906.76574877,"Diurnal","Carnivore","Shrubland","Not colonial",-0.038207833,0,24.85566058,39,16.360416,33.2,1.52113808370404,6.79566502420711,1,1
"Melophus lathami","Melophus_lathami","Crested Bunting","PASSERIFORMES","LC","Altitudinal Migrant",3.8,3758532.89269769,"Diurnal","Herbivore","Artificial/Terrestrial","Not colonial",-0.037835675,0,30.9231956,59,7.721284,21.9,1.34044411484012,6.57501835531501,0,0
"Melopsittacus undulatus","Melopsittacus_undulatus","Budgerigar","PSITTACIFORMES","LC","Nomadic",3.3,5879484.9786362,"Diurnal","Herbivore","Shrubland","Colonial",0.554254756,0,44.75621373,114,13.172124,29,1.46239799789896,6.76933928513525,6,2
"Melopyrrha nigra","Melopyrrha_nigra","Cuban Bullfinch","PASSERIFORMES","NT","Not a Migrant",3.8,109693.029503151,"Diurnal","Omnivore","Shrubland","Not colonial",0.277450993,0,29.853198095,18,4.828255,14.9333333333333,1.17415675927848,5.04017903099769,2,1
"Melospiza georgiana","Melospiza_georgiana","Swamp Sparrow","PASSERIFORMES","LC","Full Migrant",3.8,6032762.62714426,"Diurnal","Omnivore","Wetlands (inland)","Not colonial",0.094268174,0,19.58386754,42.5,3.445429,16.1,1.20682587603185,6.78051623734201,1,1
"Melospiza lincolnii","Melospiza_lincolnii","Lincoln's Sparrow","PASSERIFORMES","LC","Full Migrant",3.6,7557921.55923864,"Diurnal","Omnivore","Grassland","Not colonial",0.046788206,0,21.05943005,39,3.445429,16.6,1.22010808804006,6.87840238022897,5,4
"Melospiza melodia","Melospiza_melodia","Song Sparrow","PASSERIFORMES","LC","Full Migrant",3.7,10313736.6196746,"Diurnal","Omnivore","Marine Intertidal","Not colonial",0.112761869,0,19.78620211,40.66666667,3.996303,22.775,1.35745838564504,7.01341603670009,3,3
"Melozone biarcuata","Melozone_biarcuata","Prevost's Ground-sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,85902.4802008972,"Diurnal","Omnivore","Forest","Not colonial",-0.158910003,1.962743004,24.14375584,39,5.629404,30.6,1.48572142648158,4.93400570308635,1,1
"Melozone cabanisi","Melozone_cabanisi","Cabanis's Ground Sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,1257.38123807637,"Diurnal","Omnivore","Forest","Not colonial",0.490735479,419.5127961,23.82538457,46,4.467615,30.6,1.48572142648158,3.09946697576867,1,1
"Melozone kieneri","Melozone_kieneri","Rusty-crowned Ground-sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,329930.164538053,"Diurnal","Omnivore","Forest","Not colonial",-0.702191279,0,22.50755867,45,5.535499,38.7,1.58771096501891,5.51842202361914,2,2
"Melozone leucotis","Melozone_leucotis","White-eared Ground-sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,11301.5410692396,"Diurnal","Omnivore","Forest","Not colonial",-0.132446436,223.8059876,24.48881906,47.5,5.631401,39.9,1.60097289568675,4.05313766757491,0,0
"Menura alberti","Menura_alberti","Albert's Lyrebird","PASSERIFORMES","NT","Not a Migrant",14.8,25535.7349379959,"Diurnal","Carnivore","Forest","Not colonial",1.109268882,61.16143743,22.977978725,34.5,30.322028,928,2.96754797621886,4.40714836169902,8,6
"Menura novaehollandiae","Menura_novaehollandiae","Superb Lyrebird","PASSERIFORMES","LC","Not a Migrant",11.1,324849.969311903,"Diurnal","Carnivore","Forest","Not colonial",1.109268882,0,23.84664159,35.5,30.322028,980,2.99122607569249,5.51168283007423,26,8
"Merganetta armata","Merganetta_armata","Torrent Duck","ANSERIFORMES","LC","Not a Migrant",7,1090810.3365874,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.044291048,0,29.77300303,51,9.069449,406,2.60852603357719,6.03774924469093,11,7
"Mergellus albellus","Mergellus_albellus","Smew","ANSERIFORMES","LC","Full Migrant",5.7,12099966.5865961,"Diurnal","Carnivore","Forest","Colonial",-0.016221182,0,29.06101698,37,5.983133,610,2.78532983501077,7.08278417103736,16,7
"Mergus merganser","Mergus_merganser","Common Merganser","ANSERIFORMES","LC","Full Migrant",7.3,24786420.888601,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.001675376,0,33.0505797,46,2.914466,1470.5,3.16746502884309,7.39421382000902,20,7
"Mergus octosetaceus","Mergus_octosetaceus","Brazilian Merganser","ANSERIFORMES","CR","Not a Migrant",6.5,51270.2016321131,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.125311913,90.93930986,24.57354491,50,3.09457,983,2.99255351783214,4.70986502540884,4,4
"Mergus serrator","Mergus_serrator","Red-breasted Merganser","ANSERIFORMES","LC","Full Migrant",7.3,23659285.9345568,"Diurnal","Carnivore","Wetlands (inland)","Colonial",0.001060526,0,25.19756771,38.5,3.033222,1021.5,3.00923837096847,7.37400163296472,16,8
"Mergus squamatus","Mergus_squamatus","Scaly-sided Merganser","ANSERIFORMES","EN","Full Migrant",7.3,863281.778858347,"Diurnal","Carnivore","Forest","Not colonial",-0.031686482,0,26.48220327,39.5,3.092112,1234,3.09131515969722,5.93615257442814,10,4
"Meropogon forsteni","Meropogon_forsteni","Purple-bearded Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,135924.617048156,"Diurnal","Carnivore","Forest","Not colonial",-0.52245497,147.7073467,35.06326293,66,16.191821,NA,NA,5.13329811810114,3,2
"Merops albicollis","Merops_albicollis","White-throated Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,1566063.76232559,"Diurnal","Carnivore","Artificial/Terrestrial","Colonial",-0.017968114,0,34.45058436,59,10.136303,25.9,1.41329976408125,6.19480944039269,2,2
"Merops apiaster","Merops_apiaster","European Bee-eater","CORACIIFORMES","LC","Full Migrant",6.5,11031560.2852262,"Diurnal","Carnivore","Forest","Colonial",-0.009656585,0,33.88427485,95,5.996481,56.6,1.75281643118827,7.04263694266147,74,12
"Merops boehmi","Merops_boehmi","Boehm's Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,700053.011103596,"Diurnal","Carnivore","Savanna","Colonial",-0.081019079,0,37.82718683,71,12.015818,16.6,1.22010808804006,5.84513092795436,11,5
"Merops breweri","Merops_breweri","Black-headed Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,1625903.174616,"Diurnal","Carnivore","Forest","Colonial",-0.189449404,76.19107469,30.64976483,59,14.056644,50,1.69897000433602,6.21109467903046,3,2
"Merops bullockoides","Merops_bullockoides","White-fronted Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,5313113.05301875,"Diurnal","Carnivore","Forest","Colonial",-0.0444253,0,32.39115331,76,10.48155,34.8,1.54157924394658,6.72534905697502,11,7
"Merops bulocki","Merops_bulocki","Red-throated Bee-eater","CORACIIFORMES","LC","Not a Migrant",6,2933790.47820937,"Diurnal","Carnivore","Savanna","Colonial",-0.050391492,0,33.41531172,86,10.482331,NA,NA,6.46742909471289,7,5
"Merops gularis","Merops_gularis","Black Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,3027409.06847371,"Diurnal","Carnivore","Forest","Colonial",-0.100866106,0,30.46387576,69.5,8.851295,27.3,1.43616264704076,6.48107110750356,19,10
"Merops hirundineus","Merops_hirundineus","Swallow-tailed Bee-eater","CORACIIFORMES","LC","Nomadic",6.2,8551947.10633741,"Diurnal","Carnivore","Savanna","Not colonial",-0.018570021,0,37.49909087,95,9.170103,21.7,1.33645973384853,6.93206500610427,12,5
"Merops leschenaulti","Merops_leschenaulti","Chestnut-headed Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,2822388.14878223,"Diurnal","Carnivore","Forest","Colonial",-0.048966098,0,35.22657469,82.33333333,6.272376,27.2,1.4345689040342,6.4506167398515,8,5
"Merops malimbicus","Merops_malimbicus","Rosy Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,1108283.3341097,"Diurnal","Carnivore","Savanna","Colonial",-0.070211832,0,26.1606608,53,9.270578,50.5,1.70329137811866,6.04465080254948,3,2
"Merops muelleri","Merops_muelleri","Blue-headed Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,1597467.14325666,"Diurnal","Carnivore","Forest","Not colonial",-0.232650113,83.11431704,36.751662595,65,8.841022,22.5,1.35218251811136,6.20343193434276,4,3
"Merops nubicoides","Merops_nubicoides","Southern Carmine Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,1105010.33394039,"Diurnal","Carnivore","Savanna","Colonial",-0.028495902,0,38.937888,75,7.301476,60,1.77815125038364,6.04336633951643,25,13
"Merops nubicus","Merops_nubicus","Northern Carmine Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,6716548.36587001,"Diurnal","Carnivore","Savanna","Colonial",-0.021901893,0,36.09345132,68,8.490345,42.4,1.62736585659273,6.82714614645191,14,5
"Merops oreobates","Merops_oreobates","Cinnamon-chested Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,360928.784531601,"Diurnal","Carnivore","Forest","Colonial",-0.190080342,27.84072712,35.39249071,81,7.035082,24.05,1.38111508070985,5.55742151898038,9,4
"Merops orientalis","Merops_orientalis","Little Green Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,5717159.03317164,"Diurnal","Carnivore","Artificial/Terrestrial","Colonial",-0.089571386,0,40.99888891,66.25,7.346676,14.8,1.17026171539496,6.75718027307281,11,6
"Merops ornatus","Merops_ornatus","Rainbow Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,6451699.93018613,"Diurnal","Carnivore","Artificial/Terrestrial","Colonial",0.098642232,0,38.7186571,92,5.982698,29.5,1.46982201597816,6.80967416006614,7,3
"Merops persicus","Merops_persicus","Blue-cheeked Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,3649125.62188815,"Diurnal","Carnivore","Desert","Colonial",-0.014102661,0,38.91334196,89.5,4.974177,49.3,1.69284691927723,6.56218881429744,20,9
"Merops philippinus","Merops_philippinus","Blue-tailed Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,4254462.52588812,"Diurnal","Carnivore","Forest","Colonial",-0.028857656,0,34.71643296,91,5.595315,34,1.53147891704226,6.62884470266158,9,7
"Merops pusillus","Merops_pusillus","Little Bee-eater","CORACIIFORMES","LC","Not a Migrant",6,14410188.4478372,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.02501145,0,37.32971711,85,6.362587,15.1,1.17897694729317,7.15866966029495,7,4
"Merops revoilii","Merops_revoilii","Somali Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,958231.986069896,"Diurnal","Carnivore","Marine Coastal/Supratidal","Not colonial",-0.457240794,79.29672595,35.49958566,77,7.274747,13,1.11394335230684,5.98147066364361,3,2
"Merops superciliosus","Merops_superciliosus","Madagascar Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,4269595.01541544,"Diurnal","Carnivore","Marine Intertidal","Colonial",-0.033795484,0,34.57738173,64.5,4.975203,38.5,1.5854607295085,6.63038668277407,2,2
